,context1,context2,label
350,down the hill rolled John.,Is the grammar of this sentence incorrect ?,0
351,John kisses often Mary.,Is the grammar of this sentence correct ?,0
352,John often kisses Mary.,Is the grammar of this sentence correct ?,1
353,Who do you think Mary said John likes?,Is the grammar of this sentence correct ?,1
354,Who did you ask whether Mary knows why John likes?,Is the grammar of this sentence incorrect ?,1
355,Who do you think that Mary said that John likes?,Is the grammar of this sentence incorrect ?,0
356,How do you wonder whether Mary solved the problem?,Is the grammar of this sentence incorrect ?,1
357,How do you think that Mary solved the problem?,Is the grammar of this sentence correct ?,1
358,How do you wonder whether John said that Mary solved the problem?,Is the grammar of this sentence correct ?,0
359,How do you wonder whether John said Mary solved the problem?,Is the grammar of this sentence correct ?,0
360,Which problem do you wonder whether John said that Mary solved?,Is the grammar of this sentence incorrect ?,1
361,How did you think that Mary solved the problem?,Is the grammar of this sentence incorrect ?,0
362,Mary hired someone.,Is the grammar of this sentence incorrect ?,0
363,I heard that Mary hired someone.,Is the grammar of this sentence incorrect ?,0
364,I resigned because Mary hired someone.,Is the grammar of this sentence incorrect ?,0
365,Mary wondered which picture of himself Bill saw?,Is the grammar of this sentence correct ?,1
366,Which picture of himself does Mary think that John said that Susan likes?,Is the grammar of this sentence correct ?,1
367,Mary thinks that John said that Susan likes pictures of himself?,Is the grammar of this sentence incorrect ?,1
368,"Mary thinks that John said that pictures of himself, Susan likes?",Is the grammar of this sentence correct ?,1
369,"If you don't believe me, you will the weatherman?",Is the grammar of this sentence correct ?,1
370,"I rolled up a newspaper, and Lynn did a magazine?",Is the grammar of this sentence correct ?,1
371,"Kathy likes astronomy, but she doesn't meteorology?",Is the grammar of this sentence correct ?,1
372,The DA proved Jones guilty and the Assistant DA will prove Smith.,Is the grammar of this sentence correct ?,1
373,"Mary will believe Susan, and you will Bob.",Is the grammar of this sentence correct ?,1
374,You might not believe me but you will Bob.,Is the grammar of this sentence incorrect ?,0
375,You will Bob believe.,Is the grammar of this sentence incorrect ?,1
376,How did you solve the problem?,Is the grammar of this sentence incorrect ?,0
377,I wonder who could solve the problem in this way.,Is the grammar of this sentence correct ?,1
378,How do you wonder who could solve this problem.,Is the grammar of this sentence correct ?,0
379,No candidate can predict how many people will vote for him.,Is the grammar of this sentence correct ?,1
380,Every politician is worried when the press starts attacking him.,Is the grammar of this sentence correct ?,1
381,Which politician appointed the journalist who supported him?,Is the grammar of this sentence incorrect ?,0
382,The fact that no candidate was elected shows that he was inadequate.,Is the grammar of this sentence correct ?,0
383,"John sells books, Mary buys records and Bill V newspapers.",Is the grammar of this sentence correct ?,1
384,The question of whether John met Mary worries the people who support.,Is the grammar of this sentence correct ?,1
385,They have left.,Is the grammar of this sentence correct ?,1
386,Have they left?,Is the grammar of this sentence incorrect ?,0
387,Could they have left?,Is the grammar of this sentence correct ?,1
388,He has often seen Mary.,Is the grammar of this sentence incorrect ?,0
389,He I often sees Mary.,Is the grammar of this sentence incorrect ?,0
390,He sees often Mary.,Is the grammar of this sentence incorrect ?,1
391,Sees he I often Mary?,Is the grammar of this sentence correct ?,0
392,It seems that it is likely that John will win.,Is the grammar of this sentence incorrect ?,0
393,It seems that John is likely to win.,Is the grammar of this sentence incorrect ?,0
394,John seems to be likely to win.,Is the grammar of this sentence correct ?,1
395,John seems that it is likely to win.,Is the grammar of this sentence correct ?,0
396,John seems will win.,Is the grammar of this sentence incorrect ?,1
397,How do you wonder which problem to solve?,Is the grammar of this sentence incorrect ?,1
398,How intelligent do you consider John?,Is the grammar of this sentence incorrect ?,0
399,How many people do you wonder whether I consider intelligent?,Is the grammar of this sentence correct ?,0
400,How intelligent do you wonder whether I consider John?,Is the grammar of this sentence correct ?,0
401,What the hell do you wonder how to say?,Is the grammar of this sentence incorrect ?,1
402,He has left.,Is the grammar of this sentence correct ?,1
403,His book is nice.,Is the grammar of this sentence incorrect ?,0
404,Bill saw him.,Is the grammar of this sentence correct ?,1
405,Bill works with him.,Is the grammar of this sentence incorrect ?,0
406,John believes him to be a nice guy.,Is the grammar of this sentence incorrect ?,0
407,John considers him a nice guy.,Is the grammar of this sentence incorrect ?,0
408,For him to do that would be a mistake.,Is the grammar of this sentence incorrect ?,0
409,"With him sick, the team is in trouble.",Is the grammar of this sentence incorrect ?,0
410,A man to be in the garden is unlikely.,Is the grammar of this sentence incorrect ?,1
411,A man to come is unlikely.,Is the grammar of this sentence correct ?,0
412,John to call would be unlikely.,Is the grammar of this sentence incorrect ?,1
413,This conclusion to be arrived at is surprising.,Is the grammar of this sentence incorrect ?,1
414,John believes that he is sick.,Is the grammar of this sentence correct ?,1
415,John believes that him is sick.,Is the grammar of this sentence correct ?,0
416,John tries him to win.,Is the grammar of this sentence correct ?,0
417,John wonders where him to go.,Is the grammar of this sentence incorrect ?,1
418,Who do you think that Bill likes?,Is the grammar of this sentence incorrect ?,0
419,Who do you think that Bill believes to be innocent?,Is the grammar of this sentence incorrect ?,0
420,Who do you think that believes John to be innocent?,Is the grammar of this sentence correct ?,0
421,Who would you prefer for to win the race?,Is the grammar of this sentence incorrect ?,1
422,Someone stole my car.,Is the grammar of this sentence correct ?,1
423,My car was stolen.,Is the grammar of this sentence correct ?,1
424,The children eat all chocolate.,Is the grammar of this sentence incorrect ?,1
425,John has often kissed Mary.,Is the grammar of this sentence incorrect ?,0
426,The kids have all eaten the chocolate.,Is the grammar of this sentence correct ?,1
427,"In general, he understands what's going on.",Is the grammar of this sentence correct ?,1
428,It's probable that in general he understands what's going on.,Is the grammar of this sentence incorrect ?,0
429,It's probable in general that he understands what's going on.,Is the grammar of this sentence correct ?,0
430,In general that he understands what's going on is surprising.,Is the grammar of this sentence incorrect ?,1
431,I explained how to fix the sink.,Is the grammar of this sentence correct ?,1
432,I explained how we should fix the sink.,Is the grammar of this sentence incorrect ?,0
433,I explained that we should fix the sink.,Is the grammar of this sentence correct ?,1
434,I explained to fix the sink.,Is the grammar of this sentence incorrect ?,1
435,Mickey looked up the reference.,Is the grammar of this sentence correct ?,1
436,Mickey looked the reference up.,Is the grammar of this sentence correct ?,1
437,Mickey looked up them.,Is the grammar of this sentence correct ?,1
438,Mickey teamed up with the women.,Is the grammar of this sentence correct ?,1
439,Mickey teamed with the women up.,Is the grammar of this sentence correct ?,0
440,Mickey pointed out that Gary had left.,Is the grammar of this sentence incorrect ?,0
441,Mickey pointed that Gary had left out.,Is the grammar of this sentence incorrect ?,1
442,Mickey slips up all the time.,Is the grammar of this sentence incorrect ?,0
443,Mickey slips all the time up.,Is the grammar of this sentence correct ?,0
