,label,context
692,0,"Immediately, John probably will clearly learn French perfectly."
693,0,"Clearly, John perfectly will immediately learn French probably."
694,0,John perfectly rolled the ball down the hill.
695,1,John rolled the ball perfectly down the hill.
696,1,John rolled the ball down the hill perfectly.
697,0,John perfectly shot the ball.
698,1,John shot the ball perfectly.
699,0,John intimately spoke to Mary.
700,1,John spoke intimately to Mary.
701,1,John spoke to Mary intimately.
702,1,John spoke French intimately to Mary.
703,1,John spoke French to Mary intimately.
704,1,Mary jumped the horse perfectly over the last fence.
705,1,Mary jumped the horse over the last fence perfectly.
706,0,John spoke intimately French to Mary.
707,0,John spoke to Mary French.
708,0,Mary persuaded to leave John.
709,0,The lions ate raw the meat.
710,0,Mary persuaded that he should rest Bill.
711,1,We consider the men all fools.
712,1,We consider the men all totally crazy.
713,0,I saw the men all.
714,0,The men were arrested all.
715,0,The men arrived all.
716,1,The teacher ordered the two boys both to pay close attention.
717,1,They returned the books all to their owners.
718,1,We painted the chairs all red.
719,1,The trainer fed the steaks all to the lions.
720,0,Bill proud of himself John doesn't consider.
721,0,Home was gone by John.
722,1,Mary left the room angry.
723,0,The room was left angry by Mary.
724,0,The room was left angry.
725,1,John resembles Bill.
726,0,Bill is resembled by John.
727,1,The package weighed 10 lb.
728,0,10 lb was weighed by the package.
729,1,This book cost $10.
730,0,$10 was cost by this book.
731,1,The book cost John $10.
732,0,John was cost $10 by the book.
733,0,John is impressed by Bill as pompous.
734,0,The boys were made a good mother.
735,0,The boys were made a good mother by Aunt Mary.
736,0,The kids were failed by Max as a father.
737,0,The kids were failed as a father.
738,0,The men were struck by the idea as nonsense.
739,0,The men were promised to leave.
740,0,He impresses his friends all as pompous.
741,0,Aunt Mary made the boys all a good mother.
742,0,Max failed the kids all as a father.
743,0,Frank promised the men all to leave.
744,0,We proclaimed to the public John to be a hero.
745,1,We proclaimed John to the public to be a hero.
746,0,We proclaimed sincerely John to be a hero.
747,1,We proclaimed John sincerely to be a hero.
748,0,We proclaimed sincerely to the public John to be a hero.
749,1,We proclaimed John sincerely to the public to be a hero.
750,0,They represented to the dean Mary as a genuine linguist.
751,1,They represented Mary to the dean as a genuine linguist.
752,0,They represented seriously Mary as a genuine linguist.
753,1,They represented Mary seriously as a genuine linguist.
754,1,They represented Mary seriously to the dean as a genuine linguist.
755,0,We proved to the authorities Smith to be the thief.
756,0,We proved conclusively Smith to be the thief.
757,1,We proved Smith conclusively to be the thief.
758,0,We proved conclusively to the authorities Smith to be the thief.
759,1,We proved Smith conclusively to the authorities to be the thief.
760,1,The gardener watered the tulips flat.
761,1,The grocer ground the coffee beans to a fine powder.
762,1,They painted their house a hideous shade of green.
763,1,The joggers ran their Nikes threadbare.
764,1,The kids laughed themselves into a frenzy.
765,1,He coughed his handkerchief completely soggy.
766,1,They fed the meat to the lions raw.
767,0,The lions ate at the meat raw.
768,1,We love them.
769,0,We love they.
770,0,We love their.
771,0,Us love their.
772,1,Our love they.
773,1,Our love them.
774,1,Our love their.
775,0,he belief that Mary kissed Bill is mistaken.
776,0,him belief that Mary kissed Bill is mistaken.
777,1,his belief that Mary kissed Bill is mistaken.
778,1,Mary loves him.
779,1,Mary is fond of him.
780,0,Mary is fond him.
781,1,Mary criticized him.
782,0,Mary's criticism him was cruel.
783,1,Mary's criticism of him was cruel.
784,1,That John loves Mary is doubtful.
785,0,John to love Mary would be doubtful.
786,1,For John to love Mary would be doubtful.
787,1,To go abroad would be nice.
788,1,John's plan to go abroad is nice.
789,1,Mary believed John to have loved her.
790,1,Mary considered John to have loved her.
791,1,Mary reported John to have loved her.
792,0,Mary considered to have loved her.
793,1,Mary tried to go abroad.
794,1,Mary intended to go abroad.
795,1,Mary managed to go abroad.
796,1,Mary desired to go abroad.
797,0,Mary tried John to go abroad.
798,0,Mary managed John to go abroad.
799,0,Mary desired John to go abroad.
800,1,Mary believed him to have loved her.
801,1,Mary considered him to have loved her.
802,0,Mary believed he to have loved her.
803,0,Mary considered he to have loved her.
804,0,Mary reported he to have loved her.
805,0,Mary believed his to have loved her.
806,0,Mary considered his to have loved her.
807,0,Mary reported his to have loved her.
808,1,It is certain that John has loved Mary.
809,1,It is likely that John has loved Mary.
810,1,There are strangers in that garden.
811,0,There is strangers in that garden.
812,0,There is arriving three men at that station.
813,1,There are arriving three men at that station.
814,1,I consider there to be a man in that garden.
815,0,I consider there a man in that garden.
816,1,They alleged there to have been many strangers in that garden.
817,0,They alleged many strangers to have been in that garden.
818,1,John wagered there to have been a stranger in that haunted house.
819,0,John wagered a stranger to have been in that haunted house.
820,1,John tried to kiss Mary.
821,1,John persuaded Mary to kiss him.
822,1,John told Mary to kiss him.
823,1,It is illegal to park here.
824,1,I remembered him having kissed Mary.
825,1,I reported him having kissed Mary.
826,1,I reported having kissed Mary.
827,1,I enjoy taking a bath.
828,1,I detest taking a bath.
829,0,I enjoy him taking a bath.
830,0,I detest him taking a bath.
831,1,I saw him kissing Mary.
832,1,I noticed him kissing Mary.
833,0,I noticed kissing Mary.
834,0,There was known to everyone.
835,1,John's refusing the offer is shocking.
836,1,the enemy's destroying the city was horrific.
837,1,John's refusal of the offer was shocking.
838,1,the enemy's destruction of the city was horrific.
839,0,John wanted to leave the room happy and leave the room he did happy.
840,1,"I often send Mary home drunk, and she gets there just fine."
841,0,I raw eat fish drunk.
842,0,I only eat fish drunk raw.
843,1,"I don't think Fred will, either."
844,1,"José likes cabbage, and Holly does too."
845,1,"José ate cabbage, and Holly has too."
846,1,"José is eating cabbage, and Holly is too."
847,1,John is leaving but Mary's not.
848,1,I consider Bill intelligent and I consider Sally not.
849,0,"Sally started running down the street, but only after José started."
850,0,"Sally made Bill laugh, and then José made."
851,0,"Mary came to read Fred's story, and I also came to."
852,1,"John wants to go on vacation, but he doesn't know when to."
853,0,"Mary was told to bring something to the party, so she asked Sue what to."
854,0,We might go on vacation if we can ever figure out when to.
855,0,"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to."
856,0,You shouldn't play with rifles because to is dangerous.
857,0,John is being discussed and Sally is being too.
858,0,"I remember John being discussed, but you recall Sally being."
859,1,"Sally might have eaten cabbage, but Holly shouldn't."
860,1,"José asks that we go to the meeting, and Sally will tell us when."
861,0,"It's we go to the meeting, that Sally will tell us when."
862,1,It's to Mary that Joe said Holly can talk.
863,1,"Mary claimed that eaten cabbage, Holly hasn't."
864,1,"Mary claimed that eating cabbage, Holly's not."
865,1,"Mary claimed that eat cabbage, Holly wants to."
866,0,"Mary claimed that would eat cabbage, Holly."
